YEAR,MONTH,AREA,NEGEAR,GEARNM,COMNAME,LENANML,NUMLEN,NUMLEN
2005,09,513,117,"GILL NET,DRIFT-SINK, FISH",LUMPFISH,33,1,1
2005,09,513,100,"GILL NET, FIXED OR ANCHORED,SINK, OTHER/NK SPECIES",LUMPFISH,40,1,1
2005,09,513,100,"GILL NET, FIXED OR ANCHORED,SINK, OTHER/NK SPECIES",LUMPFISH,41,1,1
2005,10,513,100,"GILL NET, FIXED OR ANCHORED,SINK, OTHER/NK SPECIES",LUMPFISH,56,1,1
2005,10,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,38,1,1
2005,10,513,100,"GILL NET, FIXED OR ANCHORED,SINK, OTHER/NK SPECIES",LUMPFISH,65,1,1
2005,10,514,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,32,1,1
2005,10,514,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,37,1,1
2005,10,513,100,"GILL NET, FIXED OR ANCHORED,SINK, OTHER/NK SPECIES",LUMPFISH,31,1,1
2005,10,513,100,"GILL NET, FIXED OR ANCHORED,SINK, OTHER/NK SPECIES",LUMPFISH,33,1,1
2005,10,513,100,"GILL NET, FIXED OR ANCHORED,SINK, OTHER/NK SPECIES",LUMPFISH,47,1,1
2005,10,513,100,"GILL NET, FIXED OR ANCHORED,SINK, OTHER/NK SPECIES",LUMPFISH,40,1,1
2005,12,522,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,34,1,1
2005,12,515,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,31,1,1
2005,12,515,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,35,1,1
2005,12,522,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,32,1,1
2005,12,522,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,39,1,1
2005,12,522,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,42,1,1
2005,12,522,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,41,1,1
2006,01,522,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,33,1,1
2006,01,521,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,37,1,1
2006,02,464,117,"GILL NET,DRIFT-SINK, FISH",LUMPFISH,43,1,1
2006,03,522,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,43,1,2
2006,03,522,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,41,1,2
2006,03,522,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,43,1,1
2006,08,513,100,"GILL NET, FIXED OR ANCHORED,SINK, OTHER/NK SPECIES",LUMPFISH,46,1,1
2007,02,525,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,39,1,1
2007,03,561,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,47,1,1
2007,10,515,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,25,1,1
2008,01,526,132,"DREDGE, SCALLOP,SEA",LUMPFISH,41,1,1
2008,04,521,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,45,1,1
2008,04,521,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,55,1,1
2008,06,513,100,"GILL NET, FIXED OR ANCHORED,SINK, OTHER/NK SPECIES",LUMPFISH,44,1,1
2008,07,515,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,21,1,1
2008,07,515,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,26,1,1
2008,08,513,117,"GILL NET,DRIFT-SINK, FISH",LUMPFISH,27,1,1
2008,10,515,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,25,1,1
2008,10,513,100,"GILL NET, FIXED OR ANCHORED,SINK, OTHER/NK SPECIES",LUMPFISH,30,1,1
2009,02,537,100,"GILL NET, FIXED OR ANCHORED,SINK, OTHER/NK SPECIES",LUMPFISH,46,1,1
2009,02,514,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,48,1,1
2009,02,514,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,42,1,1
2009,02,521,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,42,1,1
2009,02,521,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,40,1,1
2009,02,521,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,36,1,1
2009,02,521,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,34,4,1
2009,02,521,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,41,1,1
2009,04,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,42,1,1
2009,04,514,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,19,1,1
2009,04,514,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,37,1,1
2009,06,513,121,"PURSE SEINE, HERRING",LUMPFISH,10,1,1
2009,08,511,121,"PURSE SEINE, HERRING",LUMPFISH,12,1,1
2010,01,514,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,22,1,1
2010,02,521,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,38,1,1
2010,06,514,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,19,1,1
2010,06,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,20,1,1
2010,06,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,19,1,1
2010,06,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,31,1,1
2010,06,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,41,1,1
2010,06,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,26,1,1
2010,06,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,25,1,1
2010,06,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,23,1,1
2010,06,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,22,2,1
2010,06,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,21,1,1
2010,06,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,20,1,1
2010,06,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,19,1,1
2010,06,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,27,2,1
2010,06,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,28,1,1
2010,06,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,29,1,1
2010,06,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,31,1,1
2010,06,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,44,1,
2010,06,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,34,1,
2010,06,512,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,44,1,
2010,06,512,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,42,1,
2010,06,512,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,36,1,
2010,06,512,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,33,3,
2010,06,512,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,32,1,
2010,06,512,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,31,2,
2010,06,512,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,30,1,
2010,06,512,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,29,2,
2010,06,512,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,28,2,
2010,06,512,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,26,3,
2010,06,512,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,25,8,
2010,06,512,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,24,3,
2010,06,512,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,23,4,
2010,06,512,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,22,5,
2010,06,512,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,21,3,
2010,06,512,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,19,1,
2010,06,512,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,20,2,
2010,06,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,22,2,
2010,06,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,20,1,
2010,07,515,100,"GILL NET, FIXED OR ANCHORED,SINK, OTHER/NK SPECIES",LUMPFISH,25,1,
2010,07,513,117,"GILL NET,DRIFT-SINK, FISH",LUMPFISH,25,1,
2010,07,513,100,"GILL NET, FIXED OR ANCHORED,SINK, OTHER/NK SPECIES",LUMPFISH,32,1,
2010,07,514,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,29,1,
2010,07,514,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,30,1,
2010,07,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,37,1,
2010,07,512,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,35,1,
2010,07,512,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,28,1,
2010,07,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,29,1,
2010,07,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,32,1,
2010,07,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,28,1,
2010,07,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,20,1,
2010,07,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,25,1,
2010,07,515,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,24,1,
2010,07,515,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,42,1,
2010,07,513,100,"GILL NET, FIXED OR ANCHORED,SINK, OTHER/NK SPECIES",LUMPFISH,48,1,
2010,07,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,24,3,
2010,07,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,25,2,
2010,07,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,28,1,
2010,07,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,30,1,
2010,07,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,31,1,
2010,07,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,33,1,
2010,07,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,46,1,
2010,07,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,21,1,
2010,07,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,22,1,
2010,07,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,20,2,
2010,07,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,19,2,
2010,07,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,46,1,
2010,07,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,30,2,
2010,07,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,29,1,
2010,07,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,21,2,
2010,07,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,27,1,
2010,07,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,26,2,
2010,07,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,25,3,
2010,07,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,24,2,
2010,07,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,22,5,
2010,07,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,28,2,
2010,07,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,27,2,
2010,07,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,28,2,
2010,07,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,26,1,
2010,07,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,25,2,
2010,07,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,24,3,
2010,07,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,23,4,
2010,07,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,22,2,
2010,07,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,21,4,
2010,07,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,20,1,
2010,07,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,19,1,
2010,07,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,18,3,
2010,07,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,17,1,
2010,07,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,16,1,
2010,07,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,14,1,
2010,07,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,29,1,
2010,07,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,32,1,
2010,07,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,30,2,
2010,07,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,17,2,
2010,07,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,18,1,
2010,07,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,32,1,
2010,07,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,31,1,
2010,07,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,30,1,
2010,07,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,29,2,
2010,07,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,28,2,
2010,07,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,27,2,
2010,07,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,26,4,
2010,07,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,25,1,
2010,07,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,19,1,
2010,07,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,20,3,
2010,07,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,21,1,
2010,07,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,22,2,
2010,07,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,23,3,
2010,07,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,24,3,
2010,07,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,24,1,
2010,07,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,22,1,
2010,07,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,36,1,
2010,07,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,44,1,
2010,07,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,46,1,
2010,07,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,31,1,
2010,07,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,28,1,
2010,07,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,26,2,
2010,07,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,33,1,
2010,08,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,22,1,
2010,08,513,100,"GILL NET, FIXED OR ANCHORED,SINK, OTHER/NK SPECIES",LUMPFISH,24,1,
2010,08,513,100,"GILL NET, FIXED OR ANCHORED,SINK, OTHER/NK SPECIES",LUMPFISH,33,1,
2010,08,514,100,"GILL NET, FIXED OR ANCHORED,SINK, OTHER/NK SPECIES",LUMPFISH,34,1,
2010,08,515,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,46,1,
2010,08,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,21,1,
2010,08,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,23,1,
2010,08,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,25,1,
2010,08,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,30,1,
2010,08,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,33,1,
2010,08,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,36,1,
2010,08,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,50,1,
2010,08,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,44,1,
2010,08,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,35,1,
2010,08,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,33,1,
2010,08,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,27,1,
2010,08,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,23,1,
2010,08,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,20,1,
2010,08,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,47,1,
2010,08,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,30,2,
2010,08,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,29,1,
2010,08,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,25,1,
2010,08,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,23,1,
2010,08,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,18,1,
2010,08,512,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,31,2,
2010,08,512,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,29,1,
2010,08,512,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,28,1,
2010,08,512,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,27,4,
2010,08,512,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,26,3,
2010,08,512,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,25,4,
2010,08,512,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,22,1,
2010,08,512,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,21,3,
2010,08,512,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,20,1,
2010,08,512,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,45,1,
2010,08,512,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,33,1,
2010,08,512,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,43,1,
2010,08,512,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,44,1,
2010,08,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,19,1,
2010,08,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,20,1,
2010,08,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,20,2,
2010,08,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,21,1,
2010,08,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,22,1,
2010,08,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,23,1,
2010,08,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,23,2,
2010,08,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,24,1,
2010,08,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,24,2,
2010,08,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,25,1,
2010,08,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,26,1,
2010,08,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,26,2,
2010,08,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,27,1,
2010,08,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,27,2,
2010,08,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,28,1,
2010,08,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,28,3,
2010,08,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,29,1,
2010,08,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,29,3,
2010,08,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,30,2,
2010,08,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,31,1,
2010,08,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,33,1,
2010,08,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,38,1,
2010,08,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,46,1,
2010,08,514,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,23,1,
2010,09,515,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,23,1,
2010,09,512,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,25,1,
2010,09,513,100,"GILL NET, FIXED OR ANCHORED,SINK, OTHER/NK SPECIES",LUMPFISH,22,1,
2010,09,513,100,"GILL NET, FIXED OR ANCHORED,SINK, OTHER/NK SPECIES",LUMPFISH,33,1,
2010,09,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,22,1,
2010,09,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,21,1,
2010,09,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,36,1,
2010,09,514,100,"GILL NET, FIXED OR ANCHORED,SINK, OTHER/NK SPECIES",LUMPFISH,37,1,
2010,09,512,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,33,1,
2010,09,512,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,35,1,
2010,09,511,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,38,1,
2010,09,511,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,37,1,
2010,09,513,100,"GILL NET, FIXED OR ANCHORED,SINK, OTHER/NK SPECIES",LUMPFISH,32,1,
2010,09,513,100,"GILL NET, FIXED OR ANCHORED,SINK, OTHER/NK SPECIES",LUMPFISH,42,1,
2010,09,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,42,1,
2010,09,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,22,1,
2010,09,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,27,1,
2010,09,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,26,1,
2010,09,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,24,1,
2010,09,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,30,1,
2010,09,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,38,1,
2010,09,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,28,1,
2010,09,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,15,1,
2010,09,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,21,1,
2010,09,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,23,1,
2010,09,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,33,1,
2010,09,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,20,1,
2010,09,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,43,1,
2010,09,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,21,1,
2010,09,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,23,2,
2010,09,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,26,1,
2010,09,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,25,3,
2010,09,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,20,1,
2010,09,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,30,2,
2010,09,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,31,1,
2010,09,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,34,2,
2010,09,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,37,1,
2010,09,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,29,1,
2010,09,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,21,1,
2010,09,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,22,2,
2010,09,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,23,1,
2010,09,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,28,3,
2010,09,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,24,1,
2010,09,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,30,2,
2010,09,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,31,1,
2010,09,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,32,1,
2010,09,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,35,1,
2010,09,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,36,1,
2010,09,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,29,2,
2010,09,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,25,1,
2010,09,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,26,1,
2010,09,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,27,1,
2010,10,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,20,1,
2010,10,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,24,1,
2010,10,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,25,1,
2010,10,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,23,1,
2010,10,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,28,1,
2010,10,513,100,"GILL NET, FIXED OR ANCHORED,SINK, OTHER/NK SPECIES",LUMPFISH,30,1,
2010,10,521,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,31,1,
2010,10,515,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,38,1,
2010,10,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,31,1,
2010,10,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,24,2,
2010,10,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,31,1,
2010,10,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,32,1,
2010,10,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,25,1,
2010,10,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,24,1,
2010,10,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,27,1,
2010,10,521,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,37,1,
2010,10,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,34,1,
2010,10,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,24,1,
2010,10,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,22,2,
